Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
"Veppampattu, Chennai","1 BHK Independent House for sale in Veppampattu, Chennai",₹24.8 L,"Veppampattu, Chennai",560,4430.0,"Looking for a 1 BHK Independent House for sale in Chennai? Your search ends here. Buy this 1 BHK property in Chennai's finest location, Veppampattu. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 24.8 L. The built up area of this property is 560 Square feet. It is spacious for a family and this property has a carpet area of 220 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Sri Aravindar School, ANGEL School, and Veppampattu School. Medical facil...",2,Yes
"Shankar Nagar, Pammal,Chennai","2 BHK Flat for sale in Pammal, Chennai",₹37.0 L,"Shankar Nagar, Pammal,Chennai",856,4320.0,"A 2 BHK Apartment for sale in Pammal, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Pammal's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 3 floors in this property. The price of this Apartment is Rs 37.0 L. Maintenance charges come to Rs 700. Each unit has a built-up area of 856 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near SARADA MATRICULATION SCHOOL, VKK Ammani Ammal Matriculation School, and Olive ...",3,Yes
"Naveen vanagaram,Kanchuma Puram, Vanagaram ,Chennai","2 BHK Flat for sale in Vanagaram , Chennai",₹65.0 L,"Naveen vanagaram,Kanchuma Puram, Vanagaram ,Chennai",1079,6020.0,"2 BHK Apartment for sale in Vanagaram, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Vanagaram which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Vanagaram. The property is on floor 1 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 65.0 L. Residents also need to pay maintenance charges of Rs 1000. It is a very spacious property, spread over 900 Square feet. The built-up area is 1079 Squar...",3,Yes
"LAND MARVEL KARPAGAMBAL,Jeth Nagar, Chennai","2 BHK Flat for sale in Jeth Nagar, Chennai",₹1.2 Cr,"LAND MARVEL KARPAGAMBAL,Jeth Nagar, Chennai",1100,10910.0,"A 2 BHK Apartment for sale in Mandaveli, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Mandaveli's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 3 floors in this property. The price of this Apartment is Rs 1.2 Cr. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1100 Square feet. The carpet area is 920 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Chettinad Vidhyashram School, St M...",3,Yes
Krishna Apartment,"3 BHK Flat for sale in Madambakkam, Chennai",₹56.0 L,"Madambakkam, Chennai",1432,3910.0,"3 BHK Apartment for sale in Madambakkam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Madambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Madambakkam. The property is on floor 0 and the total number of floors is 2. This 3 BHK Apartment is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 200. The built-up area is 1432 Square feet. This property has provision for 3 bathroom. This...",3,Yes
Raghavendra Aishwaryam Flats,"2 BHK Flat for sale in Urapakkam, Chennai",₹45.0 L,"Urapakkam, Chennai",932,4830.0,"2 BHK Apartment for sale in Chennai. This property is in Urapakkam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 45.0 L. Monthly maintenance charges come to Rs 1500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 932 Square feet. ...",3,Yes
"Madambakkam, Chennai","3 BHK Independent House for sale in Madambakkam, Chennai",₹45.0 L,"Madambakkam, Chennai",1500,3000.0,"Property for sale in Guduvancherry, Chennai. This 3 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 45.0 L. Homebuyers will also need to pay Rs 500 towards maintenance. This Independent House is a spacious unit, with carpet area of 1000 Square feet and is ideal for families. The built-up area is 1500 Square feet. The property has 3 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Velic...",3,Yes
"Tambaram Mount, West Tambaram,Chennai","2 BHK Independent House for sale in West Tambaram, Chennai",₹75.0 L,"Tambaram Mount, West Tambaram,Chennai",1200,6250.0,"This is a corner property on  the main road. Buyer can add additional storeys making it a Duplex house. Away from pollution, yet near to conveniences, just 2 KM from Tambaram Station. 200 metres south of the Maduravoyal Bypass. It has a garden with useful produce. Your neighbours work for top IT MNCs and are very peace-loving. Land area 2700 sqft(60X45). House is about 15 plus years old, but well maintained and ready to occupy with no monthly maintenance.  More About This Property A 2 BHK Independent House for sale in Tambaram, Chennai. Posted by Owner, No brokerage involved. This beautifully ...",3,Yes
"Building velachery ,Anna Nagar Extension, Velachery,Chennai","1 BHK Flat for sale in Velachery, Chennai",₹32.0 L,"Building velachery ,Anna Nagar Extension, Velachery,Chennai",590,5420.0,"A 1 BHK Apartment for sale in Velachery, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Velachery's most desired properties. Contact now for more information. This 1 BHK unit is on floor 1. There are 1 floors in this property. The price of this Apartment is Rs 32.0 L. Maintenance charges come to Rs 1000. Each unit has a built-up area of 590 Square feet. The carpet area is 590 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near DAV School, Sangford School, and A S...",2,Yes
"Shri Vihar ,Sembakkam, Chennai","4 BHK Flat for sale in Sembakkam, Chennai",₹85.0 L,"Shri Vihar ,Sembakkam, Chennai",1570,5410.0,"4 BHK Apartment for sale in Sembakkam, Chennai. This 4 BHK unit is available in Sembakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sembakkam. It is on floor 1. The total number of floors is 1. The price of this Apartment is Rs 85.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. It is a good, spacious Apartment unit with carpet area of 1350 Square feet. The built-up area is 1570 Square feet. There are 4 bedrooms and 3 b...",3,Yes
Indra Enclave,"2 BHK Flat for sale in Medavakkam, Chennai",₹36.0 L,"Krishnaveni Nagar, Medavakkam,Chennai",808,4460.0,"A 2 BHK Apartment for sale in Medavakkam, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Medavakkam's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 2 floors in this property. The price of this Apartment is Rs 39.0 L. Each unit has a built-up area of 808 Square feet. This North-facing property has an excellent view. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near AKG Public School, BS Matriculation School, and Sahasras...",3,No
"Ma. Po. Si. Nagar, Thiruvallur,Chennai","3 BHK Independent House for sale in Thiruvallur, Chennai",₹50.0 L,"Ma. Po. Si. Nagar, Thiruvallur,Chennai",1582,3160.0,"3 BHK Independent House for sale in Chennai. This property is in Thiruvallur, which is a coveted investment location. This tastefully designed 3 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 50.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1582 Square feet. The carpet area is 1400 Square feet. This is a North facing property. It has 2 bathroom and 3 bedrooms. This is a gat...",3,Yes
"TNHB Colony, Villivakkam,Chennai","4 BHK Independent House for sale in Villivakkam, Chennai",₹2.25 Cr,"TNHB Colony, Villivakkam,Chennai",2400,9380.0,Independent house with seperate compound facing 30 feet road. Surrounded by coconut trees which gives cool atmosphere More About This Property One of the finest property in Villivakkam is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 2.25 Cr. This Independent House is spacious with a built-up area of 2400 Square feet. A separate servant room available in this Independent House. There are 4 bedrooms and 4 bathroom. This property ensures you are a quick distance away from the city's best schools su...,4,Yes
"Anchorage,Mandavelipakkam, Raja Annamalai Puram,Chennai","3 BHK Flat for sale in Raja Annamalai Puram, Chennai",₹1.6 Cr,"Anchorage,Mandavelipakkam, Raja Annamalai Puram,Chennai",1350,11850.0,"Looking for a 3 BHK Apartment for sale in Chennai? Your search ends here. Buy this 3 BHK property in Chennai's finest location, Raja Annamalai Puram. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 2 floors. This Apartment is available at a reasonable price of Rs 1.6 Cr. The built up area of this property is 1350 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Chettinad Vidhyashram School, P S Senior Secondary School, and ST Johns Matriculation Higher Secondary School. Medical facility ...",3,Yes
"Kandasamy Nagar, Porur,Chennai","3 BHK Independent House for sale in Porur, Chennai",₹65.0 L,"Kandasamy Nagar, Porur,Chennai",1400,4640.0,"Looking for a 3 BHK Independent House for sale in Chennai? Your search ends here. Buy this 3 BHK property in Chennai's finest location, Porur. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 65.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 1400 Square feet. There are 3 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as Devi Academy Senior Secondary School, Sarojini Varadappan Girl's Higher Secondary School, and Grace Matric Higher S...",3,Yes
"Viswas Castle,Urapakkam, Chennai","2 BHK Flat for sale in Urapakkam, Chennai",₹32.0 L,"Viswas Castle,Urapakkam, Chennai",950,3370.0,"Looking for a good 2 BHK Apartment in Urapakkam, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 2. Maintenance charges of this property is Rs 500. This Apartment is available for Rs 32.0 L. This modern unit has a built-up area of 949 Square feet. The carpet area of this Apartment is 750 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Arokia Annai Hospital & Medicals Laboratory, Arokiya Hospital, and Nandivaram Government Hos...",3,No
